ID,result
1100,0.003988548315147891
1101,0.0016864747918183965
1102,0.036628737828759375
1103,0.046119066202210506
1104,0.11537270320938801
1105,0.03964191161093084
1106,0.008382378150734362
1107,0.05683044741986906
1108,0.010044511800891389
1109,0.017676277738891025
1110,0.004360712119741063
1111,0.4567924282444485
1112,0.9213919038392709
1113,0.021390182028279643
1114,0.5075711277526693
1115,0.05016997627392087
1116,0.020448062903457225
1117,0.030672928611308076
1118,0.3072367138803492
1119,0.04290548948413395
1120,0.11211801626617567
1121,0.11862318660505346
1122,0.24575958101012396
1123,0.005993705382542365
1124,0.36052205741864435
1125,0.03563085697387712
1126,0.11316448557565159
1127,0.009730228123239195
1128,0.2485950313461813
1129,0.1291081471122751
1130,0.05488394112758507
1131,0.025837963038577747
1132,0.04601582072868957
1133,0.06592141824684025
1134,0.03700195465989462
1135,0.1027840022385884
1136,0.6579504413072235
1137,0.021895958291556213
1138,0.001675380443670532
1139,0.0034079616913885173
1140,0.002025919325117689
1141,0.17260473333314605
1142,0.03977259200436925
1143,0.006238274835332476
1144,0.005647649261840971
1145,0.22707379974202183
1146,0.682617130543506
1147,0.12329905367824354
1148,0.03633491416056587
1149,0.06932429655758972
1150,0.7034132304400164
1151,0.0796593882625897
1152,0.005191088033036761
1153,0.06589278193406577
1154,0.6605889470677684
1155,0.33524327130684284
1156,0.319218812456889
1157,0.0708139850238447
1158,0.009579425346250487
1159,0.036007483999490844
1160,0.6192432400020704
1161,0.14626184553838434
1162,0.06152544283991285
1163,0.1590991283308788
1164,0.014909573799963981
1165,0.29139159849171536
1166,0.03173462646611931
1167,0.9302104595840928
1168,0.4798250381583084
1169,0.05067815619679468
1170,0.007489519179806179
1171,0.06587006779653354
1172,0.13193798503759294
1173,0.14027830161485152
1174,0.413602860652344
1175,0.36214658625091284
1176,0.011863829667076355
1177,0.1358371838916373
1178,0.028176391639013587
1179,0.05498970568986095
1180,0.00924171980408668
1181,0.22659199612277353
1182,0.03230256760712354
1183,0.01864897306246873
1184,0.7292752920436008
1185,0.35548796984414155
1186,0.059568764170101325
1187,0.014564464048791585
1188,0.07716799534475914
1189,0.0215072166668029
1190,0.5063579144194583
1191,0.01109813105498633
1192,0.07194326119185686
1193,0.22375480096626957
1194,0.28272884953405036
1195,0.04504466984089196
1196,0.1271265664537321
1197,0.010924504320783127
1198,0.23985784788542328
1199,0.05516481550734221
1200,0.08055375604941191
1201,0.05130561493085422
1202,0.053673811328591746
1203,0.6686376186702145
1204,0.013089831640592037
1205,0.07279319113920082
1206,0.0392495107097146
1207,0.02649650976987424
1208,0.027501448163330697
1209,0.005078229248902539
1210,0.14073601375184025
1211,0.02221434723724023
1212,0.3663864986513779
1213,0.06105850150637454
1214,0.004221285110512692
1215,0.03599313573076068
1216,0.44238674316056237
1217,0.7712161077800842
1218,0.06004280436172578
1219,0.030157854392302307
1220,0.21029109992572217
1221,0.1782948863911675
1222,0.11487709277462478
1223,0.038396875804669314
1224,0.8697082863564107
1225,0.029334911420895757
1226,0.2155296942222176
1227,0.20747277180384568
1228,0.21262978042124056
1229,0.6739479521507296
1230,0.34043816790714654
1231,0.3756684360836499
1232,0.0445853926004735
1233,0.04122479605370431
1234,0.2592132926633577
1235,0.027838383233329603
1236,0.0746453419660854
1237,0.012192972155496766
1238,0.008359478615431704
1239,0.6901252228034458
1240,0.12914768109648
1241,0.05689064831568999
1242,0.03997733309757355
1243,0.07611835605802397
1244,0.01738146276204032
1245,0.02397987573192831
1246,0.016741324784162816
1247,0.548458987107145
1248,0.08462747541934362
1249,0.24835082420112967
1250,0.31647845437689975
1251,0.01598939263061526
1252,0.14719985991957427
1253,0.2253027592626143
1254,0.02620543683111948
1255,0.002117371183305214
1256,0.01179589592117628
1257,0.44265011222009915
1258,0.21123707515190057
1259,0.01336427182266242
1260,0.04908606406976236
1261,0.009317710378256273
1262,0.030724800664798258
1263,0.4662164041599947
1264,0.1879589257554532
1265,0.02297879816918374
1266,0.3668945464593411
1267,0.04669124506551132
1268,0.08305895762940889
1269,0.14338714596890487
1270,0.6655353870381152
1271,0.2619371215921604
1272,0.16802933164148262
1273,0.13742058748096328
1274,0.16028948961822223
1275,0.11228745671374211
1276,0.12578316469135856
1277,0.5492911146808369
1278,0.054930098521195514
1279,0.0066332449485269306
1280,0.0031630445386213323
1281,0.01642788991168343
1282,0.019631034194305844
1283,0.21039302016217687
1284,0.16098472298283817
1285,0.00328732091493773
1286,0.07288373868732516
1287,0.029836098684165497
1288,0.3047084793191312
1289,0.0056137142123226505
1290,0.014906586825158195
1291,0.002290396851550535
1292,0.38601856050504463
1293,0.1420168983316192
1294,0.7082023880055119
1295,0.011742099601846835
1296,0.04866646811312076
1297,0.008249335089807427
1298,0.005682794289684499
1299,0.0032504163408821015
1300,0.019605003204899517
1301,0.05404987617024483
1302,0.017120701069958194
1303,0.06176742283632977
1304,0.07589837977045165
1305,0.0430615209982806
1306,0.34356686866544855
1307,0.11343408845710745
1308,0.17609819205308877
1309,0.17687851172128127
1310,0.25900341748687805
1311,0.10801536709830271
1312,0.038013868463655474
1313,0.008430568912400436
1314,0.11131683751296427
1315,0.13420761090297598
1316,0.10910778693408964
1317,0.14362530528524756
1318,0.0069316995557627175
1319,0.39852150702005423
1320,0.11713348950611938
1321,0.18018708092878138
1322,0.436817443376544
1323,0.11619342873425195
1324,0.023831243445807507
1325,0.5833127762542788
1326,0.04745935152992342
1327,0.13326837357693463
1328,0.06203221505226258
1329,0.7689370743870321
1330,0.3133458129090489
1331,0.02655966299750351
1332,0.006807570374014499
1333,0.6169557019598841
1334,0.021693118831594232
1335,0.6331616608762469
1336,0.061087996743305284
1337,0.021310264029109172
1338,0.7622436490221988
1339,0.21843982498228193
1340,0.13320933805901344
1341,0.06744925138855432
1342,0.06057264498928134
1343,0.0948365229970984
1344,0.4045489461135912
1345,0.07295015024532138
1346,0.18680140626191966
1347,0.8360737217190906
1348,0.027216920866213447
1349,0.08227866102964482
1350,0.14277995727518267
1351,0.1108409158404263
1352,0.09232906970276408
1353,0.41336006218282595
1354,0.032115266723997386
1355,0.08271045898561512
1356,0.10573478563641883
1357,0.05788189510150014
1358,0.6167099751455675
1359,0.5270288194351945
1360,0.12902113600663923
1361,0.31007658759947576
1362,0.019514131280365537
1363,0.1496682947508491
1364,0.09024659583104598
1365,0.2983067317712218
1366,0.2549340659109086
1367,0.06459935882202462
1368,0.7505692640279674
1369,0.004776664032377306
1370,0.2035390602233482
1371,0.5365980183142565
1372,0.6372013061731286
1373,0.0059559824155063
1374,0.02402829329873798
1375,0.8646781653969132
1376,0.10288411096018762
1377,0.012748452238891648
1378,0.1724714848121375
1379,0.01709559720302403
1380,0.16754717511753875
1381,0.5852413826576984
1382,0.09591576943536424
1383,0.02566222723030042
1384,0.13529756050270644
1385,0.37460856428084355
1386,0.40046096199419723
1387,0.00515296418045956
1388,0.14801249550816903
1389,0.09742377350143196
1390,0.04660070487302059
1391,0.08589294288409616
1392,0.017153422371565086
1393,0.044790259536191535
1394,0.3094808765910433
1395,0.3039678731333087
1396,0.11606134013742876
1397,0.04495737733631364
1398,0.1016058367980569
1399,0.10037844174705123
1400,0.02000441815348914
1401,0.01818173398476848
1402,0.14031132767096272
1403,0.028384395798175876
1404,0.014918500451483765
1405,0.044345999472157824
1406,0.004356081367251955
1407,0.2530740276241251
1408,0.012569066680005273
1409,0.24942983971693014
1410,0.023181838785031418
1411,0.11075273521376724
1412,0.09188745893021003
1413,0.1683980023542351
1414,0.05522520958835046
1415,0.07324224219970457
1416,0.06427106881524135
1417,0.0033123459271415644
1418,0.007234709825189649
1419,0.08927291601262864
1420,0.48703322132513
1421,0.010895991944823182
1422,0.0329968075793428
1423,0.11901827111537934
1424,0.025431741444967633
1425,0.022552113437943312
1426,0.024614731123265055
1427,0.010091716198888953
1428,0.11429146524115714
1429,0.0566768542271133
1430,0.25289996195718334
1431,0.1537855401544436
1432,0.5613568846370595
1433,0.09868909667331964
1434,0.25825593700824423
1435,0.1509587294334072
1436,0.07608656420381225
1437,0.24258708463077758
1438,0.17983274361527454
1439,0.5537667662983876
1440,0.23988485831527523
1441,0.43505464272027966
1442,0.01075858910438824
1443,0.03565585464305116
1444,0.08641835902795401
1445,0.10810837581009809
1446,0.015235353746909533
1447,0.08369067667312088
1448,0.4490972797130994
1449,0.004636172672254335
